RBS	PUNC	2	0.016529
RBS	JJ	69	0.570248
RBS	NN	4	0.033058
RBS	EX	1	0.008264
RBS	RB	9	0.074380
RBS	NNS	23	0.190083
RBS	NNP	3	0.024793
RBR	MD	3	0.005803
RBR	VB	5	0.009671
RBR	PUNC	26	0.050290
RBR	JJ	334	0.646035
RBR	NN	17	0.032882
RBR	VBD	1	0.001934
RBR	CC	3	0.005803
RBR	CD	3	0.005803
RBR	TO	4	0.007737
RBR	RB	65	0.125725
RBR	IN	21	0.040619
RBR	WRB	1	0.001934
RBR	DT	20	0.038685
RBR	NNS	14	0.027079
CD	PRP$	5	0.000576
CD	VBD	36	0.004149
CD	VBP	12	0.001383
CD	WDT	13	0.001498
CD	JJ	388	0.044721
CD	WP	33	0.003804
CD	VBZ	34	0.003919
CD	DT	233	0.026856
CD	PUNC	3003	0.346127
CD	NN	1236	0.142462
CD	FW	11	0.001268
CD	POS	69	0.007953
CD	TO	155	0.017865
CD	PRP	55	0.006339
CD	RB	120	0.013831
CD	NNS	1260	0.145228
CD	NNP	236	0.027201
CD	VB	321	0.036999
CD	WRB	17	0.001959
CD	CC	292	0.033656
CD	RBS	2	0.000231
CD	CD	242	0.027893
CD	EX	4	0.000461
CD	IN	709	0.081720
CD	WP$	1	0.000115
CD	MD	123	0.014177
CD	NNPS	34	0.003919
CD	JJS	3	0.000346
CD	JJR	27	0.003112
CD	NPS	2	0.000231
EX	MD	139	0.078310
EX	VB	1244	0.700845
EX	PUNC	104	0.058592
EX	JJ	4	0.002254
EX	NN	2	0.001127
EX	VBD	81	0.045634
EX	CC	7	0.003944
EX	VBG	1	0.000563
EX	PRP$	1	0.000563
EX	CD	1	0.000563
EX	TO	2	0.001127
EX	VBP	20	0.011268
EX	PRP	23	0.012958
EX	RB	31	0.017465
EX	VBZ	105	0.059155
EX	DT	9	0.005070
EX	NNP	1	0.000563
IN	PRP$	4731	0.059678
IN	VBG	73	0.000921
IN	VBD	25	0.000315
IN	VBN	2	0.000025
IN	VBP	15	0.000189
IN	WDT	290	0.003658
IN	JJ	7600	0.095868
IN	WP	173	0.002182
IN	VBZ	66	0.000833
IN	DT	30310	0.382335
IN	PUNC	1033	0.013030
IN	NN	13717	0.173028
IN	FW	4	0.000050
IN	TO	30	0.000378
IN	PRP	5298	0.066830
IN	RB	1554	0.019602
IN	NNS	1617	0.020397
IN	NNP	5647	0.071232
IN	VB	2666	0.033629
IN	WRB	117	0.001476
IN	CC	22	0.000278
IN	PDT	55	0.000694
IN	RBS	30	0.000378
IN	RBR	17	0.000214
IN	CD	2027	0.025569
IN	EX	252	0.003179
IN	IN	1719	0.021684
IN	WP$	6	0.000076
IN	MD	34	0.000429
IN	NNPS	73	0.000921
IN	JJS	15	0.000189
IN	JJR	56	0.000706
IN	UH	2	0.000025
WP$	PUNC	2	0.011364
WP$	RB	2	0.011364
WP$	NNS	18	0.102273
WP$	NN	121	0.687500
WP$	JJ	33	0.187500
RP	DT	1	0.250000
RP	PUNC	1	0.250000
RP	NN	2	0.500000
NN|SYM	CD	2	1.000000
MD	VB	7288	0.775237
MD	PUNC	157	0.016700
MD	JJ	26	0.002766
MD	NN	29	0.003085
MD	CC	29	0.003085
MD	VBN	7	0.000745
MD	JJS	1	0.000106
MD	RBR	3	0.000319
MD	WDT	1	0.000106
MD	JJR	7	0.000745
MD	TO	15	0.001596
MD	PRP	204	0.021700
MD	CD	5	0.000532
MD	EX	1	0.000106
MD	RB	1469	0.156260
MD	IN	35	0.003723
MD	WRB	1	0.000106
MD	DT	87	0.009254
MD	PRP$	22	0.002340
MD	NNS	4	0.000425
MD	NNP	10	0.001064
NNPS	PRP$	2	0.002601
NNPS	FW	2	0.002601
NNPS	VBP	19	0.024707
NNPS	WDT	4	0.005202
NNPS	JJ	5	0.006502
NNPS	WP	7	0.009103
NNPS	VBZ	2	0.002601
NNPS	DT	8	0.010403
NNPS	PUNC	276	0.358908
NNPS	NN	13	0.016905
NNPS	VBD	22	0.028609
NNPS	POS	1	0.001300
NNPS	TO	18	0.023407
NNPS	PRP	3	0.003901
NNPS	RB	14	0.018205
NNPS	NNS	2	0.002601
NNPS	NNP	40	0.052016
NNPS	VB	131	0.170351
NNPS	WRB	1	0.001300
NNPS	CC	61	0.079324
NNPS	CD	15	0.019506
NNPS	IN	88	0.114434
NNPS	MD	29	0.037711
NNPS	NNPS	6	0.007802
JJS	VB	17	0.038636
JJS	NNPS	1	0.002273
JJS	PUNC	38	0.086364
JJS	RB	17	0.038636
JJS	NN	172	0.390909
JJS	FW	1	0.002273
JJS	CC	14	0.031818
JJS	POS	1	0.002273
JJS	PRP$	1	0.002273
JJS	CD	4	0.009091
JJS	TO	4	0.009091
JJS	PRP	7	0.015909
JJS	JJ	43	0.097727
JJS	IN	24	0.054545
JJS	WRB	4	0.009091
JJS	DT	1	0.002273
JJS	NNS	80	0.181818
JJS	VBZ	2	0.004545
JJS	NNP	9	0.020455
JJR	MD	1	0.001374
JJR	VB	17	0.023352
JJR	NNPS	2	0.002747
JJR	PUNC	95	0.130495
JJR	RB	4	0.005495
JJR	NN	269	0.369505
JJR	CC	29	0.039835
JJR	PRP$	2	0.002747
JJR	CD	6	0.008242
JJR	TO	39	0.053571
JJR	VBP	3	0.004121
JJR	PRP	2	0.002747
JJR	JJ	16	0.021978
JJR	IN	134	0.184066
JJR	WRB	2	0.002747
JJR	DT	1	0.001374
JJR	NNS	100	0.137363
JJR	NNP	6	0.008242
NNP|VBN	NNP	1	1.000000
UH	MD	1	0.002294
UH	VB	6	0.013761
UH	PUNC	381	0.873853
UH	JJ	2	0.004587
UH	NN	8	0.018349
UH	POS	1	0.002294
UH	PRP	9	0.020642
UH	VBP	1	0.002294
UH	UH	8	0.018349
UH	RB	3	0.006881
UH	IN	4	0.009174
UH	WRB	4	0.009174
UH	DT	3	0.006881
UH	PRP$	2	0.004587
UH	NNP	3	0.006881
NNP|NP	NNP	1	1.000000
MD|VB	VB	1	1.000000
NPS	CC	1	0.500000
NPS	PUNC	1	0.500000
